session_id,session_start_dt,session_finish_dt,username,ip_address,country,city,geo_point
1256,2024-04-19 20:28:38,2024-04-19 22:05:08,user425,192.168.27.212,Mexico,Monterrey,"[25.67,-100.33]"
1257,2024-04-04 18:53:17,2024-04-05 02:20:05,user482,192.168.29.0,United States,Providence,"[41.823,-71.4187]"
1258,2024-04-26 01:50:45,2024-04-26 09:21:39,user351,192.168.221.22,United Kingdom,London,"[51.5,-0.1167]"
1259,2024-04-10 20:15:25,2024-04-11 02:36:06,user432,192.168.250.219,"Korea, South",Yeosu,"[34.7368,127.7458]"
1260,2024-04-21 22:00:19,2024-04-22 05:12:40,user111,192.168.178.215,Venezuela,San Cristóbal,"[7.77,-72.25]"
1261,2024-04-09 22:32:16,2024-04-10 02:48:06,user357,192.168.218.48,Morocco,Ksar El Kebir,"[35.0204,-5.91]"
1262,2024-04-19 18:30:35,2024-04-19 21:13:12,user147,192.168.235.109,Indonesia,Bengkulu,"[-3.8,102.27]"
1263,2024-04-11 18:39:59,2024-04-11 19:04:47,user198,192.168.87.134,Brazil,Natal,"[-5.78,-35.24]"
1264,2024-04-23 01:46:41,2024-04-23 04:34:15,user358,192.168.249.78,Japan,Gifu,"[35.4231,136.7628]"
1265,2024-04-18 06:07:01,2024-04-18 09:35:34,user287,192.168.174.184,Japan,Iwaki,"[37.0553,140.89]"
1266,2024-04-29 02:58:05,2024-04-29 10:11:20,user437,192.168.55.221,United States,Boston,"[42.3188,-71.0846]"
1267,2024-04-14 19:05:44,2024-04-15 02:10:28,user312,192.168.52.158,Poland,Gdynia,"[54.5204,18.53]"
1268,2024-04-16 23:50:26,2024-04-17 02:04:59,user397,192.168.200.141,Austria,Vienna,"[48.2,16.3666]"
1269,2024-04-23 06:02:34,2024-04-23 11:13:46,user92,192.168.234.179,Mexico,Toluca,"[19.3304,-99.67]"
1270,2024-04-14 14:15:29,2024-04-14 16:31:48,user178,192.168.56.14,Vietnam,Hanoi,"[21.0333,105.85]"
1271,2024-04-24 23:36:58,2024-04-25 04:08:23,user34,192.168.254.229,"Korea, South",Cheongju,"[36.6439,127.5012]"
1272,2024-06-03 18:28:43,2024-06-03 22:25:09,user370,192.168.89.137,Australia,Newcastle,"[-32.8453,151.815]"
1273,2024-04-12 18:31:12,2024-04-12 20:29:39,user382,192.168.7.7,Poland,Lublin,"[51.2504,22.5727]"
1274,2024-04-27 06:09:22,2024-04-27 08:58:24,user200,192.168.188.247,Brazil,Macapá,"[0.033,-51.05]"
1275,2024-06-05 09:19:39,2024-06-05 11:22:10,user327,192.168.103.17,United States,Des Moines,"[41.5725,-93.6105]"
1276,2024-04-15 10:09:51,2024-04-15 17:23:13,user207,192.168.21.28,United Kingdom,Southend-on-Sea,"[51.55,0.72]"
1277,2024-04-19 06:42:59,2024-04-19 14:06:23,user225,192.168.58.50,Mexico,San Luis Potosí,"[22.17,-101]"
1278,2024-06-01 08:41:37,2024-06-01 11:09:16,user173,192.168.113.193,United States,Seattle,"[47.6211,-122.3244]"
1279,2024-04-21 23:15:51,2024-04-21 23:34:51,user56,192.168.54.155,Australia,Cranbourne,"[-38.0996,145.2834]"
1280,2024-04-23 05:58:56,2024-04-23 09:36:18,user157,192.168.86.146,United States,Queens,"[40.7498,-73.7976]"
1281,2024-04-20 21:28:52,2024-04-21 04:29:50,user448,192.168.223.107,United States,Santa Rosa,"[38.4458,-122.7067]"
1282,2024-04-16 15:54:53,2024-04-16 23:36:20,user177,192.168.189.244,United States,Chattanooga,"[35.0657,-85.2487]"
1283,2024-04-12 01:51:27,2024-04-12 01:54:27,user407,192.168.140.9,Russia,Murmansk,"[68.97,33.1]"
1284,2024-04-08 10:53:02,2024-04-08 13:02:47,user419,192.168.132.54,Turkey,Trabzon,"[40.98,39.72]"
1285,2024-06-08 10:05:53,2024-06-08 12:42:40,user346,192.168.155.9,Japan,Shizuoka,"[34.9858,138.3854]"
1286,2024-06-05 16:39:16,2024-06-06 01:32:05,user102,192.168.66.217,Argentina,Salta,"[-24.7834,-65.4166]"
1287,2024-04-21 08:54:39,2024-04-21 15:30:11,user368,192.168.223.10,United States,Santa Rosa,"[38.4458,-122.7067]"
1288,2024-04-13 21:38:54,2024-04-13 23:48:26,user239,192.168.113.152,Turkey,Batman,"[37.8904,41.14]"
1289,2024-04-16 06:04:01,2024-04-16 12:59:49,user15,192.168.65.31,Belgium,Antwerp,"[51.2204,4.415]"
1290,2024-06-01 14:53:34,2024-06-01 17:15:49,user163,192.168.222.191,Brazil,Salvador,"[-12.97,-38.48]"
1291,2024-04-24 23:52:34,2024-04-25 00:53:47,user270,192.168.41.32,Russia,Magnitogorsk,"[53.4227,58.98]"
1292,2024-04-26 18:18:15,2024-04-26 18:46:59,user94,192.168.198.125,Japan,Nagoya,"[35.155,136.915]"
1293,2024-04-25 10:57:23,2024-04-25 14:25:51,user262,192.168.193.74,Belarus,Hrodna,"[53.6779,23.8341]"
1294,2024-04-30 22:37:52,2024-05-01 04:55:00,user103,192.168.65.235,Russia,Murmansk,"[68.97,33.1]"
1295,2024-04-09 02:13:15,2024-04-09 03:26:34,user16,192.168.158.162,Russia,Tol’yatti,"[53.4804,49.53]"
1296,2024-04-24 23:40:00,2024-04-25 06:57:09,user147,192.168.235.109,Indonesia,Bengkulu,"[-3.8,102.27]"
1297,2024-04-24 07:35:59,2024-04-24 07:49:15,user153,192.168.203.247,Nigeria,Ogbomoso,"[8.13,4.24]"
1298,2024-04-27 05:53:14,2024-04-27 06:29:37,user348,192.168.95.30,Brazil,Florianópolis,"[-27.58,-48.52]"
1299,2024-04-23 20:03:08,2024-04-23 22:16:38,user474,192.168.151.225,Argentina,Córdoba,"[-31.4,-64.1823]"
1300,2024-04-15 11:02:27,2024-04-15 19:20:58,user426,192.168.211.102,United States,Grand Rapids,"[42.9615,-85.6557]"
1301,2024-04-17 09:44:15,2024-04-17 12:47:46,user326,192.168.187.243,Mexico,Mexicali,"[32.65,-115.48]"
1302,2024-04-10 21:47:18,2024-04-10 22:31:35,user484,192.168.78.202,United States,Miami,"[25.7839,-80.2102]"
1303,2024-04-26 05:53:30,2024-04-26 13:42:44,user51,192.168.42.38,Indonesia,Makassar,"[-5.14,119.432]"
1304,2024-04-10 21:29:35,2024-04-11 04:15:53,user98,192.168.42.190,Turkey,Samsun,"[41.28,36.3437]"
1305,2024-04-27 15:48:07,2024-04-27 18:00:52,user126,192.168.2.113,Nigeria,Akure,"[7.2504,5.2]"
1306,2024-04-28 20:16:49,2024-04-29 04:23:09,user381,192.168.41.63,Kazakhstan,Pavlodar,"[52.3,76.95]"
1307,2024-04-06 16:53:02,2024-04-06 21:24:02,user278,192.168.82.226,United Kingdom,Newcastle upon Tyne,"[55.0004,-1.6]"
1308,2024-04-24 05:56:53,2024-04-24 13:39:43,user205,192.168.68.56,Mexico,Hermosillo,"[29.0989,-110.9541]"
1309,2024-04-26 12:24:03,2024-04-26 19:22:23,user311,192.168.200.76,Russia,Voronezh,"[51.73,39.27]"
1310,2024-04-13 20:08:26,2024-04-14 02:40:24,user469,192.168.117.237,Russia,Arkhangel’sk,"[64.575,40.545]"
1311,2024-06-07 01:45:31,2024-06-07 08:15:22,user327,192.168.103.17,United States,Des Moines,"[41.5725,-93.6105]"
1312,2024-04-17 16:29:48,2024-04-18 00:10:17,user98,192.168.42.190,Turkey,Samsun,"[41.28,36.3437]"
1313,2024-04-22 09:23:14,2024-04-22 12:43:34,user18,192.168.249.246,United States,Albuquerque,"[35.1053,-106.6464]"
1314,2024-04-17 03:30:30,2024-04-17 07:09:40,user499,192.168.229.108,France,Toulouse,"[43.62,1.4499]"
1315,2024-04-14 20:37:49,2024-04-15 03:44:47,user367,192.168.175.17,Germany,Augsburg,"[48.35,10.9]"
1316,2024-04-24 20:42:23,2024-04-24 23:47:14,user232,192.168.36.241,Poland,Katowice,"[50.2604,19.02]"
1317,2024-04-06 12:00:51,2024-04-06 18:55:02,user450,192.168.6.41,Indonesia,Makassar,"[-5.14,119.432]"
1318,2024-04-29 00:29:31,2024-04-29 04:23:08,user343,192.168.50.165,France,Grenoble,"[45.1804,5.72]"
1319,2024-04-13 05:42:05,2024-04-13 06:37:33,user298,192.168.253.3,Russia,Rostov-na-Donu,"[47.2346,39.7127]"
1320,2024-04-16 12:44:19,2024-04-16 18:18:27,user96,192.168.89.169,Italy,Genoa,"[44.41,8.93]"
1321,2024-04-21 17:13:49,2024-04-21 17:58:08,user177,192.168.189.244,United States,Chattanooga,"[35.0657,-85.2487]"
1322,2024-04-17 20:52:21,2024-04-17 22:05:10,user484,192.168.78.202,United States,Miami,"[25.7839,-80.2102]"
1323,2024-06-12 09:42:42,2024-06-12 12:41:16,user409,192.168.36.202,United States,Fort Worth,"[32.7812,-97.3472]"
1324,2024-06-02 00:07:59,2024-06-02 07:47:48,user25,192.168.189.181,Turkey,Batman,"[37.8904,41.14]"
1325,2024-04-13 19:29:20,2024-04-14 03:51:16,user44,192.168.163.106,Russia,Krasnoyarsk,"[56.014,92.866]"
1326,2024-04-19 10:41:34,2024-04-19 14:16:41,user165,192.168.224.167,United States,Virginia Beach,"[36.7335,-76.0435]"
1327,2024-06-02 03:13:21,2024-06-02 06:36:26,user390,192.168.93.20,United States,Fresno,"[36.7831,-119.7941]"
1328,2024-04-17 23:39:25,2024-04-18 06:44:07,user454,192.168.229.52,Brazil,Vitória da Conquista,"[-14.85,-40.84]"
1329,2024-04-30 20:59:29,2024-05-01 03:56:55,user446,192.168.76.182,United States,Fayetteville,"[36.0713,-94.166]"
1330,2024-04-13 15:27:43,2024-04-13 17:31:52,user150,192.168.186.81,United States,Charlotte,"[35.2079,-80.8304]"
1331,2024-04-09 17:22:22,2024-04-09 23:22:02,user3,192.168.191.162,Argentina,Santa Fe,"[-31.6239,-60.69]"
1332,2024-04-12 06:23:14,2024-04-12 14:19:55,user100,192.168.208.156,Argentina,Mendoza,"[-32.8833,-68.8166]"
1333,2024-04-26 13:20:47,2024-04-26 19:37:50,user246,192.168.72.193,Nigeria,Maiduguri,"[11.85,13.16]"
1334,2024-04-23 09:40:55,2024-04-23 09:42:30,user42,192.168.227.165,Poland,Poznań,"[52.4058,16.8999]"
1335,2024-04-21 18:39:12,2024-04-21 19:28:45,user60,192.168.106.7,United States,Kissimmee,"[28.3042,-81.4164]"
1336,2024-04-11 13:51:07,2024-04-11 17:41:57,user14,192.168.206.125,Japan,Kyōto,"[35.03,135.75]"
1337,2024-04-26 16:01:43,2024-04-26 20:58:11,user392,192.168.196.225,Italy,Naples,"[40.84,14.245]"
1338,2024-04-27 02:35:42,2024-04-27 11:35:36,user322,192.168.184.39,Turkey,Kocaeli,"[40.776,29.9306]"
1339,2024-04-11 21:34:47,2024-04-11 22:45:13,user194,192.168.237.206,Brazil,Pelotas,"[-31.75,-52.33]"
1340,2024-04-28 08:22:26,2024-04-28 11:06:10,user124,192.168.98.91,Russia,Orenburg,"[51.78,55.11]"
1341,2024-04-12 17:20:37,2024-04-12 22:28:32,user241,192.168.196.228,United Kingdom,Coventry,"[52.4204,-1.5]"
1342,2024-04-09 21:19:31,2024-04-10 02:10:34,user475,192.168.183.127,United States,San Diego,"[32.8312,-117.1225]"
1343,2024-04-25 19:17:54,2024-04-26 00:20:01,user425,192.168.27.212,Mexico,Monterrey,"[25.67,-100.33]"
1344,2024-04-13 20:47:32,2024-04-13 21:40:48,user314,192.168.230.105,France,Marseille,"[43.29,5.375]"
1345,2024-04-20 12:18:32,2024-04-20 19:40:26,user217,192.168.109.88,Mexico,Monterrey,"[25.67,-100.33]"
1346,2024-04-20 15:21:17,2024-04-20 15:23:27,user144,192.168.132.45,United States,McAllen,"[26.2273,-98.2471]"
1347,2024-04-23 19:09:30,2024-04-24 01:38:28,user225,192.168.58.50,Mexico,San Luis Potosí,"[22.17,-101]"
1348,2024-04-12 02:00:34,2024-04-12 05:27:49,user276,192.168.254.249,Belarus,Homyel’,"[52.43,31]"
1349,2024-04-21 13:59:42,2024-04-21 16:12:56,user341,192.168.207.18,Japan,Hiroshima,"[34.3878,132.4429]"
1350,2024-04-28 09:55:36,2024-04-28 18:02:06,user232,192.168.36.241,Poland,Katowice,"[50.2604,19.02]"
1351,2024-04-12 05:52:32,2024-04-12 07:15:01,user385,192.168.86.122,Mexico,Chihuahua,"[28.645,-106.085]"
1352,2024-04-16 21:18:43,2024-04-16 23:50:42,user172,192.168.24.131,United States,Ann Arbor,"[42.2755,-83.7312]"
1353,2024-04-29 20:21:40,2024-04-29 23:02:58,user351,192.168.221.22,United Kingdom,London,"[51.5,-0.1167]"
1354,2024-04-05 17:49:05,2024-04-06 02:34:23,user360,192.168.233.52,United States,Columbus,"[39.986,-82.9851]"
1355,2024-04-24 08:49:45,2024-04-24 16:27:16,user76,192.168.238.252,United States,Fort Collins,"[40.5475,-105.0651]"
1356,2024-04-19 22:17:52,2024-04-20 02:15:44,user337,192.168.16.120,Russia,Krasnodar,"[45.02,39]"
1357,2024-04-11 01:09:43,2024-04-11 07:42:15,user156,192.168.0.254,Russia,Astrakhan’,"[46.3487,48.055]"
1358,2024-05-01 17:52:10,2024-05-02 02:35:59,user234,192.168.102.29,Vietnam,Nha Trang,"[12.25,109.17]"
1359,2024-04-21 16:23:58,2024-04-21 17:47:22,user433,192.168.181.1,Venezuela,Los Teques,"[10.42,-67.02]"
1360,2024-04-22 20:20:47,2024-04-22 22:54:38,user58,192.168.17.213,Poland,Kraków,"[50.06,19.96]"
1361,2024-06-03 03:43:57,2024-06-03 09:58:34,user124,192.168.98.91,Russia,Orenburg,"[51.78,55.11]"
1362,2024-04-20 04:30:38,2024-04-20 13:01:29,user456,192.168.183.10,Japan,Fukuoka,"[33.595,130.41]"
1363,2024-04-24 10:01:12,2024-04-24 11:55:01,user157,192.168.86.146,United States,Queens,"[40.7498,-73.7976]"
1364,2024-04-14 08:51:47,2024-04-14 17:35:29,user347,192.168.176.202,Nigeria,Port Harcourt,"[4.81,7.01]"
1365,2024-04-15 14:59:23,2024-04-15 21:39:22,user104,192.168.197.59,Venezuela,Barquisimeto,"[10.05,-69.3]"
1366,2024-04-19 20:21:04,2024-04-20 04:55:13,user101,192.168.68.196,United Arab Emirates,Dubai,"[25.23,55.28]"
1367,2024-04-19 13:44:22,2024-04-19 16:01:45,user468,192.168.33.132,Romania,Craiova,"[44.3263,23.8259]"
1368,2024-04-10 18:20:20,2024-04-10 21:09:03,user429,192.168.169.168,Romania,Braşov,"[45.6475,25.6072]"
1369,2024-04-25 20:24:14,2024-04-25 22:39:21,user487,192.168.9.28,United States,Ann Arbor,"[42.2755,-83.7312]"
1370,2024-04-24 01:05:40,2024-04-24 03:27:46,user491,192.168.193.170,Russia,Tver’,"[56.86,35.89]"
1371,2024-04-23 04:47:52,2024-04-23 06:13:04,user207,192.168.21.28,United Kingdom,Southend-on-Sea,"[51.55,0.72]"
1372,2024-06-01 23:35:55,2024-06-02 08:27:59,user236,192.168.95.148,Ukraine,Luhans’k,"[48.5698,39.3344]"
1373,2024-04-16 07:53:52,2024-04-16 11:52:16,user345,192.168.11.61,Brazil,São José dos Pinhais,"[-25.57,-49.18]"
1374,2024-04-20 01:48:58,2024-04-20 10:02:56,user100,192.168.208.156,Argentina,Mendoza,"[-32.8833,-68.8166]"
1375,2024-04-18 14:52:42,2024-04-18 16:48:01,user467,192.168.178.81,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
1376,2024-05-01 03:06:44,2024-05-01 03:16:21,user232,192.168.36.241,Poland,Katowice,"[50.2604,19.02]"
1377,2024-06-01 22:32:06,2024-06-02 04:55:22,user343,192.168.50.165,France,Grenoble,"[45.1804,5.72]"
1378,2024-04-14 11:36:17,2024-04-14 18:13:03,user372,192.168.0.0,United States,Minneapolis,"[44.9635,-93.2678]"
1379,2024-04-16 18:21:33,2024-04-17 01:17:18,user331,192.168.57.65,Indonesia,Padang,"[-0.96,100.36]"
1380,2024-04-24 09:45:45,2024-04-24 12:31:14,user418,192.168.115.130,Germany,Cologne,"[50.93,6.95]"
1381,2024-04-15 18:39:15,2024-04-16 03:29:55,user314,192.168.230.105,France,Marseille,"[43.29,5.375]"
1382,2024-06-06 17:32:16,2024-06-06 22:29:42,user25,192.168.189.181,Turkey,Batman,"[37.8904,41.14]"
1383,2024-04-26 08:12:47,2024-04-26 08:26:41,user441,192.168.9.27,Canada,Montréal,"[45.5,-73.5833]"
1384,2024-06-01 19:23:25,2024-06-02 00:20:14,user212,192.168.100.75,"Korea, South",Ulsan,"[35.5467,129.317]"
1385,2024-04-10 08:56:10,2024-04-10 09:47:15,user366,192.168.33.47,Italy,Rome,"[41.896,12.4833]"
1386,2024-04-16 18:48:38,2024-04-16 20:28:05,user201,192.168.123.239,United States,Fort Collins,"[40.5475,-105.0651]"
1387,2024-04-26 22:27:24,2024-04-27 04:48:34,user332,192.168.166.154,Israel,Tel Aviv-Yafo,"[32.08,34.77]"
1388,2024-06-08 08:15:25,2024-06-08 10:59:38,user224,192.168.66.243,Sweden,Stockholm,"[59.3508,18.0973]"
1389,2024-04-19 17:22:10,2024-04-20 00:30:15,user484,192.168.78.202,United States,Miami,"[25.7839,-80.2102]"
1390,2024-04-17 12:00:42,2024-04-17 18:31:11,user4,192.168.236.76,"Korea, South",Busan,"[35.0951,129.01]"
1391,2024-04-26 23:33:25,2024-04-27 00:08:34,user442,192.168.137.197,Poland,Wrocław,"[51.1104,17.03]"
1392,2024-04-14 17:36:19,2024-04-14 20:38:51,user387,192.168.141.205,Ukraine,Donets’k,"[48,37.83]"
1393,2024-04-20 01:07:11,2024-04-20 04:26:08,user201,192.168.123.239,United States,Fort Collins,"[40.5475,-105.0651]"
1394,2024-04-17 06:30:47,2024-04-17 08:31:57,user30,192.168.10.72,France,Strasbourg,"[48.58,7.75]"
1395,2024-04-10 11:14:21,2024-04-10 19:20:28,user242,192.168.98.130,Ukraine,Odesa,"[46.49,30.71]"
1396,2024-04-28 08:31:45,2024-04-28 11:35:54,user491,192.168.193.170,Russia,Tver’,"[56.86,35.89]"
1397,2024-06-10 12:46:22,2024-06-10 15:45:46,user370,192.168.89.137,Australia,Newcastle,"[-32.8453,151.815]"
1398,2024-04-23 23:13:36,2024-04-24 01:10:43,user467,192.168.178.81,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
1399,2024-04-18 05:45:19,2024-04-18 14:36:21,user367,192.168.175.17,Germany,Augsburg,"[48.35,10.9]"
1400,2024-06-05 08:41:00,2024-06-05 17:23:47,user212,192.168.100.75,"Korea, South",Ulsan,"[35.5467,129.317]"
1401,2024-04-12 12:04:35,2024-04-12 18:23:28,user61,192.168.14.232,Japan,Iwaki,"[37.0553,140.89]"
1402,2024-04-23 10:20:46,2024-04-23 11:13:21,user129,192.168.113.116,Russia,Nizhniy Novgorod,"[56.333,44.0001]"
1403,2024-06-09 05:56:12,2024-06-09 08:56:27,user13,192.168.193.86,Morocco,Agadir,"[30.44,-9.62]"
1404,2024-04-12 18:27:30,2024-04-13 03:09:58,user114,192.168.158.95,Kazakhstan,Pavlodar,"[52.3,76.95]"
1405,2024-04-08 03:00:31,2024-04-08 03:39:11,user204,192.168.26.57,Nigeria,Akure,"[7.2504,5.2]"
1406,2024-04-19 19:16:01,2024-04-19 20:09:37,user277,192.168.46.248,Canada,Oshawa,"[43.88,-78.85]"
1407,2024-04-10 22:06:59,2024-04-11 04:57:39,user256,192.168.132.129,Nigeria,Awka,"[6.2104,7.07]"
1408,2024-04-18 12:12:28,2024-04-18 18:50:23,user269,192.168.143.56,Egypt,Al Manşūrah,"[31.0504,31.38]"
1409,2024-04-07 22:31:57,2024-04-07 22:35:29,user97,192.168.51.234,United States,Dayton,"[39.7797,-84.1998]"
1410,2024-04-16 23:22:15,2024-04-17 03:32:58,user464,192.168.20.213,Canada,Québec,"[46.84,-71.2456]"
1411,2024-04-16 16:49:56,2024-04-16 18:58:08,user357,192.168.218.48,Morocco,Ksar El Kebir,"[35.0204,-5.91]"
1412,2024-04-15 00:54:34,2024-04-15 03:03:12,user445,192.168.199.227,United Kingdom,Kingston upon Hull,"[53.7504,-0.33]"
1413,2024-04-24 08:42:55,2024-04-24 15:45:55,user456,192.168.183.10,Japan,Fukuoka,"[33.595,130.41]"
1414,2024-04-28 14:24:26,2024-04-28 21:58:50,user116,192.168.44.224,Russia,Krasnodar,"[45.02,39]"
1415,2024-04-27 08:09:33,2024-04-27 14:32:30,user177,192.168.189.244,United States,Chattanooga,"[35.0657,-85.2487]"
1416,2024-05-01 03:45:53,2024-05-01 10:24:24,user441,192.168.9.27,Canada,Montréal,"[45.5,-73.5833]"
1417,2024-04-30 21:53:43,2024-04-30 22:11:35,user467,192.168.178.81,Brazil,Foz do Iguaçu,"[-25.5235,-54.53]"
1418,2024-04-09 10:03:00,2024-04-09 13:56:58,user380,192.168.18.85,Italy,Palermo,"[38.125,13.35]"
1419,2024-04-05 13:41:09,2024-04-05 21:26:34,user223,192.168.83.151,United States,Oklahoma City,"[35.4676,-97.5137]"
1420,2024-04-11 10:09:45,2024-04-11 10:50:29,user226,192.168.97.227,United States,Wichita,"[37.6897,-97.3441]"
1421,2024-05-01 05:03:42,2024-05-01 12:17:05,user157,192.168.86.146,United States,Queens,"[40.7498,-73.7976]"
1422,2024-04-19 05:13:34,2024-04-19 11:39:30,user412,192.168.208.5,United Arab Emirates,Dubai,"[25.23,55.28]"
1423,2024-04-27 19:53:43,2024-04-27 20:39:11,user496,192.168.236.130,Brazil,Santo André,"[-23.6528,-46.5278]"
1424,2024-04-18 23:00:54,2024-04-18 23:20:32,user285,192.168.25.132,Japan,Kyōto,"[35.03,135.75]"
1425,2024-06-05 03:41:01,2024-06-05 08:21:40,user232,192.168.36.241,Poland,Katowice,"[50.2604,19.02]"
1426,2024-04-15 15:49:27,2024-04-15 16:42:34,user469,192.168.117.237,Russia,Arkhangel’sk,"[64.575,40.545]"
1427,2024-06-01 19:13:14,2024-06-01 20:30:36,user496,192.168.236.130,Brazil,Santo André,"[-23.6528,-46.5278]"
1428,2024-04-20 16:30:52,2024-04-20 17:15:29,user452,192.168.102.190,Germany,Augsburg,"[48.35,10.9]"
1429,2024-04-15 02:31:19,2024-04-15 04:03:55,user325,192.168.126.234,Russia,Tomsk,"[56.495,84.975]"
1430,2024-04-20 10:46:44,2024-04-20 13:05:22,user427,192.168.73.14,Russia,Novokuznetsk,"[53.75,87.115]"
1431,2024-04-03 15:26:57,2024-04-03 21:13:12,user0,192.168.210.194,Nigeria,Uyo,"[5.008,7.85]"
1432,2024-04-07 01:02:55,2024-04-07 03:27:55,user141,192.168.156.103,United States,Ann Arbor,"[42.2755,-83.7312]"
1433,2024-04-14 16:11:15,2024-04-14 17:46:45,user264,192.168.60.158,United Arab Emirates,Al ‘Ayn,"[24.2305,55.74]"
1434,2024-04-13 19:57:46,2024-04-14 04:56:06,user228,192.168.183.181,United States,Lexington,"[38.0423,-84.4587]"
1435,2024-04-20 12:24:07,2024-04-20 13:32:04,user325,192.168.126.234,Russia,Tomsk,"[56.495,84.975]"
1436,2024-04-14 01:28:46,2024-04-14 03:07:59,user432,192.168.250.219,"Korea, South",Yeosu,"[34.7368,127.7458]"
1437,2024-04-13 11:40:55,2024-04-13 12:55:09,user384,192.168.109.166,Spain,Santa Cruz de Tenerife,"[28.47,-16.25]"
1438,2024-04-26 05:07:32,2024-04-26 09:04:31,user58,192.168.17.213,Poland,Kraków,"[50.06,19.96]"
1439,2024-04-16 11:54:02,2024-04-16 13:26:07,user461,192.168.222.43,"Korea, South",Seoul,"[37.5663,126.9997]"
1440,2024-04-13 07:27:49,2024-04-13 07:59:39,user398,192.168.108.143,Russia,Khabarovsk,"[48.455,135.12]"
1441,2024-04-29 11:51:31,2024-04-29 15:04:19,user80,192.168.153.148,United Kingdom,Bournemouth,"[50.73,-1.9]"
1442,2024-04-25 16:21:58,2024-04-25 17:54:46,user363,192.168.220.162,Mexico,Xalapa,"[19.53,-96.92]"
1443,2024-04-19 01:07:38,2024-04-19 03:43:42,user378,192.168.77.95,Turkey,Kocaeli,"[40.776,29.9306]"
1444,2024-04-08 14:27:18,2024-04-08 19:29:41,user191,192.168.130.60,Italy,Florence,"[43.78,11.25]"
1445,2024-04-15 12:17:02,2024-04-15 18:27:56,user44,192.168.163.106,Russia,Krasnoyarsk,"[56.014,92.866]"
1446,2024-04-21 22:43:01,2024-04-22 04:54:28,user272,192.168.129.68,Brazil,Ribeirão Prêto,"[-21.17,-47.83]"
1447,2024-04-13 21:14:34,2024-04-13 23:51:43,user385,192.168.86.122,Mexico,Chihuahua,"[28.645,-106.085]"
1448,2024-04-24 14:46:01,2024-04-24 20:37:58,user96,192.168.89.169,Italy,Genoa,"[44.41,8.93]"
1449,2024-04-13 08:47:09,2024-04-13 13:54:25,user231,192.168.26.17,Australia,Perth,"[-31.955,115.84]"
1450,2024-04-13 13:57:54,2024-04-13 15:49:39,user450,192.168.6.41,Indonesia,Makassar,"[-5.14,119.432]"
1451,2024-04-10 12:02:54,2024-04-10 19:51:00,user64,192.168.27.190,Australia,Cranbourne,"[-38.0996,145.2834]"
1452,2024-06-03 16:17:06,2024-06-03 23:29:02,user187,192.168.82.8,Spain,Granada,"[37.165,-3.585]"
1453,2024-04-24 07:17:06,2024-04-24 15:02:00,user86,192.168.36.114,Russia,Kurgan,"[55.46,65.345]"
1454,2024-04-25 15:22:58,2024-04-25 23:02:19,user70,192.168.185.118,United States,Aurora,"[39.7084,-104.7274]"
1455,2024-04-12 22:16:55,2024-04-12 23:36:31,user106,192.168.52.95,Thailand,Samut Prakan,"[13.6069,100.6115]"
1456,2024-06-03 02:10:40,2024-06-03 04:32:40,user446,192.168.76.182,United States,Fayetteville,"[36.0713,-94.166]"
1457,2024-04-12 23:34:37,2024-04-13 02:09:53,user141,192.168.156.103,United States,Ann Arbor,"[42.2755,-83.7312]"
1458,2024-04-09 09:29:09,2024-04-09 13:19:26,user152,192.168.41.229,United States,Madison,"[43.0827,-89.3923]"
1459,2024-04-07 07:37:17,2024-04-07 08:20:21,user296,192.168.54.169,Turkey,Erzurum,"[39.9204,41.29]"
1460,2024-04-24 05:42:50,2024-04-24 09:11:46,user412,192.168.208.5,United Arab Emirates,Dubai,"[25.23,55.28]"
1461,2024-04-12 09:48:09,2024-04-12 10:29:03,user485,192.168.65.215,Australia,Perth,"[-31.955,115.84]"
1462,2024-04-22 22:25:30,2024-04-23 01:14:25,user447,192.168.126.167,United States,Providence,"[41.823,-71.4187]"
1463,2024-04-20 04:01:44,2024-04-20 04:06:41,user410,192.168.118.112,Poland,Bydgoszcz,"[53.1204,18.01]"
1464,2024-04-25 17:14:10,2024-04-25 19:52:46,user310,192.168.25.48,Brazil,Vila Velha,"[-20.3676,-40.318]"
1465,2024-06-02 08:22:55,2024-06-02 16:55:48,user177,192.168.189.244,United States,Chattanooga,"[35.0657,-85.2487]"
1466,2024-04-13 11:14:00,2024-04-13 11:58:08,user242,192.168.98.130,Ukraine,Odesa,"[46.49,30.71]"
1467,2024-04-19 18:32:14,2024-04-20 02:02:55,user499,192.168.229.108,France,Toulouse,"[43.62,1.4499]"
1468,2024-04-10 10:31:49,2024-04-10 15:31:24,user19,192.168.28.140,Brazil,Sorocaba,"[-23.49,-47.47]"
1469,2024-04-14 21:41:08,2024-04-15 05:49:52,user35,192.168.239.14,United States,Chattanooga,"[35.0657,-85.2487]"
1470,2024-04-12 03:48:25,2024-04-12 05:29:27,user391,192.168.107.10,Russia,Volgograd,"[48.71,44.5]"
1471,2024-04-28 03:48:47,2024-04-28 11:31:13,user42,192.168.227.165,Poland,Poznań,"[52.4058,16.8999]"
1472,2024-04-27 21:47:32,2024-04-27 23:13:02,user363,192.168.220.162,Mexico,Xalapa,"[19.53,-96.92]"
